epoch,categorical_accuracy,loss,mean_io_u,val_categorical_accuracy,val_loss,val_mean_io_u
0,0.5988432168960571,1.7271088361740112,0.11979679018259048,0.1406165212392807,4.2975358963012695,0.03959251195192337
1,0.7154912352561951,1.4272757768630981,0.16718867421150208,0.15985596179962158,58.5804443359375,0.007992849685251713
2,0.7458643317222595,1.3572890758514404,0.18454760313034058,0.09641269594430923,6.757335662841797,0.020953457802534103
3,0.7646787762641907,1.3102341890335083,0.2015930414199829,0.48482829332351685,2.3486831188201904,0.08917538821697235
4,0.7850357294082642,1.2526143789291382,0.22597432136535645,0.342541366815567,3.748413324356079,0.05868307873606682
5,0.798149049282074,1.216707468032837,0.2414449155330658,0.339661180973053,4.017199993133545,0.06538484990596771
6,0.8077727556228638,1.1890382766723633,0.2536449432373047,0.23860502243041992,8.2875394821167,0.0595434196293354
7,0.8119768500328064,1.1751821041107178,0.2610867917537689,0.25707873702049255,2.819114923477173,0.09363627433776855
8,0.8179922103881836,1.1571850776672363,0.268890917301178,0.08617906272411346,8.670083045959473,0.028419222682714462
9,0.8211095929145813,1.14750075340271,0.2752799391746521,0.3199298679828644,4.564159870147705,0.09478510916233063
10,0.8220461010932922,1.1424543857574463,0.2767936587333679,0.7447500228881836,1.4460612535476685,0.19175325334072113
11,0.8237242102622986,1.1366958618164062,0.2807130217552185,0.2818088233470917,4.449016094207764,0.09569013118743896
12,0.8261122107505798,1.1295030117034912,0.28431591391563416,0.1895444393157959,4.536041736602783,0.05041766166687012
13,0.8266542553901672,1.1267039775848389,0.2865152955055237,0.30736324191093445,4.715989112854004,0.06576111912727356
14,0.8292863965034485,1.1190541982650757,0.28974294662475586,0.45138558745384216,3.8061139583587646,0.07028768211603165
15,0.8301612734794617,1.113877534866333,0.2925889492034912,0.31625497341156006,3.431650400161743,0.07378944009542465
16,0.8309664726257324,1.1110471487045288,0.29424670338630676,0.5697706937789917,3.587616443634033,0.08905899524688721
17,0.8319540023803711,1.1074708700180054,0.2964497208595276,0.4393198490142822,2.3297648429870605,0.08572952449321747
18,0.833698034286499,1.1035113334655762,0.2994181513786316,0.6597172021865845,1.6105207204818726,0.18087242543697357
19,0.8353065252304077,1.0988304615020752,0.3020356595516205,0.18822219967842102,12.951727867126465,0.03435210883617401
20,0.83558589220047,1.0954214334487915,0.3041611611843109,0.2318125218153,6.405304431915283,0.03539104014635086
21,0.8365038633346558,1.0919033288955688,0.305300235748291,0.32287704944610596,4.735021591186523,0.09125755727291107
22,0.8368753790855408,1.0907787084579468,0.3069443106651306,0.2944667637348175,4.245357513427734,0.06076095625758171
23,0.8392146825790405,1.0854898691177368,0.31063270568847656,0.7107105255126953,1.4877790212631226,0.19096742570400238
24,0.840178906917572,1.0812832117080688,0.31269463896751404,0.3058975338935852,3.486220359802246,0.05445892736315727
25,0.840636134147644,1.079202651977539,0.3128269910812378,0.5305699706077576,2.823499917984009,0.13257402181625366
26,0.8413781523704529,1.0767894983291626,0.31485456228256226,0.40522515773773193,3.188072919845581,0.07014011591672897
27,0.8416318297386169,1.0748220682144165,0.316118985414505,0.13934552669525146,5.0899858474731445,0.04253308102488518
28,0.8424891233444214,1.072028398513794,0.31760886311531067,0.23919211328029633,3.897360324859619,0.08669783174991608
29,0.8437578678131104,1.0676047801971436,0.320101261138916,0.11846126616001129,5.02471923828125,0.035404156893491745
30,0.8442503809928894,1.0654703378677368,0.32193225622177124,0.09855122864246368,7.5272393226623535,0.029517266899347305
